id,value
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.quality.case,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.quality.excellent,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.quality.voice,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.quality.display,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.quality.assurance,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.great,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.good,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.drop,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.bargain,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.phone,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.range,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.conscientious,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.couldnt,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.price.difference,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.hog,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.great,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.usb,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.consumption,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.n't,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.adapter,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.states,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.hogs,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red.power.saver,1
